accDecay,costAccessRatio,deltaU0,deltaU1,indivMigrations,jobDistance0,jobDistance1,migration0,migration1,moveAversion,wealth,wealthGain,wealthSigma
14.038000674984517,4138486.577161252,0.0,-16.822075856378035,5.008264462809917,0.0,26.231783087418318,0.0,606.0,2666833.1405510874,3473188.6259703436,706434.9923142178,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-19.39466426706344,4.914529914529915,0.0,29.74033602796574,0.0,575.0,2666833.1405510874,3576145.9178609,929274.9515802796,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-21.060206216062248,5.070707070707071,0.0,30.578718849528894,0.0,502.0,2666833.1405510874,2743145.270129132,546793.0352183032,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-18.379472083373642,5.0,0.0,30.820273348681287,0.0,545.0,2666833.1405510874,3132422.10498714,674411.359267928,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-16.174698275206133,4.990990990990991,0.0,31.181019791789627,0.0,554.0,2666833.1405510874,3139412.509831013,638311.7984463405,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-13.488417098155926,4.955357142857143,0.0,28.521198366616282,0.0,555.0,2666833.1405510874,3122225.585221919,674290.9101477042,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-15.661271095293735,4.983193277310924,0.0,28.45392757982483,0.0,593.0,2666833.1405510874,3398913.6245218394,770460.4460972009,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-16.676614089261793,4.966101694915254,0.0,31.07897317369619,0.0,586.0,2666833.1405510874,3219049.528714157,431599.653981644,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-21.452377885314295,4.934579439252336,0.0,32.198606466478694,0.0,528.0,2666833.1405510874,2878226.690335596,574510.4682300094,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-12.294424503841412,4.957983193277311,0.0,31.119510181200756,0.0,590.0,2666833.1405510874,3070652.1589191663,382239.1232099199,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-17.616948547720842,5.081818181818182,0.0,30.78595355065206,0.0,559.0,2666833.1405510874,3113119.470423999,621007.2342087164,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-18.068408688997103,4.9035087719298245,0.0,30.268939401145442,0.0,559.0,2666833.1405510874,3422961.8574369443,848023.417331102,0.22826807146877204
14.038000674984517,4138486.577161252,0.0,-25.236147446647486,5.033057851239669,0.0,28.80145066885165,0.0,609.0,2666833.1405510874,3225566.927999012,592893.3804810744,0.22826807146877204
