accDecay,costAccessRatio,deltaU0,deltaU1,indivMigrations,jobDistance0,jobDistance1,migration0,migration1,moveAversion,wealth,wealthGain,wealthSigma
1.0651020785127985,7187014.451481237,0.0,-302.16593984543994,4.975,0.0,28.681140065036875,0.0,597.0,8802830.631079856,3378604.037984769,727265.3462252175,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-60.41026468788509,5.041322314049586,0.0,29.234678840960118,0.0,610.0,8802830.631079856,3284497.847298971,609935.0914038458,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-149.8336045089155,5.074380165289257,0.0,27.555332813720547,0.0,614.0,8802830.631079856,3469541.8431295967,812425.0422583473,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-74.45615949806675,5.027272727272727,0.0,29.591327391485798,0.0,553.0,8802830.631079856,3023964.0938417097,594395.2629734196,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-64.39825445020898,4.966386554621849,0.0,32.13838071821003,0.0,591.0,8802830.631079856,3119814.857875814,471593.479744871,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-93.07976201980446,4.944444444444445,0.0,30.889562024060346,0.0,534.0,8802830.631079856,2899582.3778810427,496917.0570823927,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-35.455146164981194,4.915094339622642,0.0,30.813649762170364,0.0,521.0,8802830.631079856,2728942.2098191096,380676.17487084994,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-157.47915237671035,4.913793103448276,0.0,30.93879422074599,0.0,570.0,8802830.631079856,3116786.92373224,543673.9608641036,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-60.67537395911047,4.982142857142857,0.0,33.22403669224333,0.0,558.0,8802830.631079856,3053999.5842686174,532827.7718216059,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-50.59768416914776,5.0,0.0,32.80942967597621,0.0,560.0,8802830.631079856,2951688.4340977995,492768.06683649804,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-60.126420636473405,5.066115702479339,0.0,26.790634157635843,0.0,613.0,8802830.631079856,3114522.4641482364,417399.1984630093,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-53.3635244027308,5.025,0.0,30.370697447623055,0.0,603.0,8802830.631079856,3323836.670941802,644571.3045100382,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-71.77055300053145,4.923728813559322,0.0,30.145496871559107,0.0,581.0,8802830.631079856,3146715.8370273127,564550.05000966,0.07853562937431173
1.0651020785127985,7187014.451481237,0.0,-42.830891839074155,4.947826086956522,0.0,29.02513154396644,0.0,569.0,8802830.631079856,3173384.603284787,614411.2077162191,0.07853562937431173
